VER, alt
0.14925373134328165, 91.09816669833944
0.34825794732392784, 91.7970050373047
0.671641791044777, 92.39600671640626
1.0447761194029843, 92.59567089609335
1.6915415294134775, 93.09484048535137
2.263680073752331, 93.34442299497032
2.8358208955223874, 93.79367425429649
3.2835820895522385, 94.29284384355451
3.781093768219448, 94.89184552265607
4.129351715543378, 95.59067929160118
4.427859178229942, 96.33943139047814
4.726366640916509, 97.18802014921877
4.875620372259792, 97.68718745346672
4.850746268656716, 98.78535643681623
4.800993506588153, 99.68385895546858
4.726366640916509, 100.38269500942377
4.452735559264223, 100.98169668852533
3.90547111852845, 101.78036483232405
3.4079594398612407, 102.77870172583002
2.786068133453824, 104.02662112895493
2.412933805095615, 104.92512364760728
1.9651726110657635, 106.17304533574224
1.3432835820895517, 107.42096473886714
1.0945266040403467, 108.06988246289049
0.7462686567164167, 109.86688750019518
0.5223880597014932, 111.26455960810554
0.3731343283582094, 112.36272859145505
0.22388059701492566, 113.5108159047364
0.17412783494636247, 115.15807052226572
0.14925373134328165, 116.25623950561523
0.09950096927471845, 117.40432681889658
0.024874103603078693, 119.30116508854985
