z,VER_127,VER_428,rho,c,T
117.9,5499999999.999971,5.861877600139403e-08,3.515132628618657e-07,191.60364387303093,158.96447303903687
118.0,5000000000.0,5.886618247859138e-08,3.405600000000001e-07,191.64999999999998,159.04137719509256
118.1,4750000000.000014,5.91021995880148e-08,3.2994511069413165e-07,191.6952597377732,159.1164723388449
118.2,4499999999.999993,5.93266501853583e-08,3.196587997752835e-07,191.73995877289676,159.19065189462688
118.3,4250000000.000007,5.953933840069748e-08,3.096919661238126e-07,191.7847690573833,159.26503668212007
118.4,3999999999.9999857,5.97400710381492e-08,3.000355086200744e-07,191.8303625432452,159.34074752100577
118.5,3750000000.0,5.992865766523315e-08,2.9068032614442597e-07,191.87741118249497,159.41890523096546
118.6,3500000000.0000143,6.010491070165763e-08,2.8161731757722327e-07,191.92658692714522,159.50063063168056
118.7,3249999999.999993,6.026864550749727e-08,2.7283738179882277e-07,191.97856172920828,159.58704454283242
118.8,3000000000.000007,6.041968047073195e-08,2.643314176895814e-07,192.0340075406968,159.67926778410248
118.9,2749999999.9999857,6.055783709411448e-08,2.560903241298548e-07,192.0935963136232,159.77842117517218
119.0,2500000000.0,6.068294008133584e-08,2.48105e-07,192.158,159.88562553572285
119.1,2250000000.0000143,6.079481342025814e-08,2.4036675234935006e-07,192.22766486529346,160.0016261202975
119.2,1999999999.9999928,6.089326844771904e-08,2.3286852090314766e-07,192.30213442878446,160.12566592288482
119.3,1750000000.0000072,6.097811592274647e-08,2.2560365355561282e-07,192.380726523208,160.25661237233524
119.4,1499999999.9999857,6.104917012107613e-08,2.185654982009645e-07,192.46275898129863,160.3933328974989
119.5,1250000000.0,6.11062489306058e-08,2.1174740273342296e-07,192.54754963579126,160.5346949272262
119.6,1000000000.0000142,6.114917394597252e-08,2.0514271504720737e-07,192.63441631942058,160.6795658903675
119.7,749999999.9999928,6.117777056221676e-08,1.9874478303653756e-07,192.7226768649213,160.82681321577294
119.8,500000000.0000071,6.119186806749873e-08,1.925469545956335e-07,192.81164910502835,160.9753043322929
119.9,249999999.99998578,6.119129973483093e-08,1.8654257761871427e-07,192.9006508724763,161.12390666877764
120.0,0.0,6.117759135327453e-08,1.8072500000000003e-07,192.98899999999998,161.27148765407748
120.1,0.0,6.115211646195274e-08,1.7508785890846756e-07,193.07615580105315,161.41714951786605
120.2,0.0,6.111394598504044e-08,1.6962594861212444e-07,193.16214351196524,161.56093369311012
120.3,0.0,6.106199741325463e-08,1.6433435265373603e-07,193.24712984978484,161.70311641359993
120.4,0.0,6.099518823731223e-08,1.592081545760668e-07,193.3312815315602,161.84397391312555
120.5,0.0,6.091243594793027e-08,1.5424243792188216e-07,193.41476527433997,161.98378242547713
120.6,0.0,6.081265803582565e-08,1.4943228623394684e-07,193.49774779517256,162.12281818444492
120.7,0.0,6.069477199171536e-08,1.4477278305502586e-07,193.58039581110634,162.261357423819
120.8,0.0,6.055769530631639e-08,1.4025901192788454e-07,193.6628760391899,162.39967637738954
120.9,0.0,6.040034547034566e-08,1.358860563952875e-07,193.74535519647165,162.53805127894663
121.0,0.0,6.022163997452015e-08,1.31649e-07,193.82800000000003,162.67675836228045
121.1,0.0,6.002070999573234e-08,1.275431584167794e-07,193.910952930494,162.8160342885016
121.2,0.0,5.97975414555767e-08,1.235647758483535e-07,193.9942595233545,162.9559574280021
121.3,0.0,5.9552333961823276e-08,1.1971032862944297e-07,194.07794107765292,163.09656657849445
121.4,0.0,5.928528712224198e-08,1.1597629309476768e-07,194.16201889246057,163.23790053769105
121.5,0.0,5.8996600544602865e-08,1.1235914557904834e-07,194.24651426684892,163.37999810330433
121.6,0.0,5.868647383667591e-08,1.0885536241700503e-07,194.3314484998894,163.52289807304692
121.7,0.0,5.835510660623108e-08,1.0546141994335815e-07,194.4168428906533,163.66663924463109
121.8,0.0,5.800269846103843e-08,1.0217379449282823e-07,194.50271873821217,163.81126041576942
121.9,0.0,5.7629449008867906e-08,9.898896240013533e-08,194.58909734163726,163.95680038417436
122.0,0.0,5.723555785748953e-08,9.590340000000002e-08,194.67600000000002,164.1032979475583
122.1,0.0,5.682149366861618e-08,9.291371732441465e-08,194.76340247697098,164.25071373152315
122.2,0.0,5.638880131973239e-08,9.001705919446075e-08,194.8510983946169,164.3986956732282
122.30000000000001,0.0,5.593929474226565e-08,8.721070412849197e-08,194.93883583960388,164.54681353772222
122.4,0.0,5.547478786764337e-08,8.449193064486214e-08,195.02636289859774,164.6946370900539
122.5,0.0,5.4997094627292976e-08,8.185801726192449e-08,195.1134276582645,164.84173609527198
122.6,0.0,5.450802895264195e-08,7.930624249803293e-08,195.19977820527012,164.98768031842522
122.7,0.0,5.4009404775117673e-08,7.6833884871541e-08,195.28516262628048,165.1320395245623
122.80000000000001,0.0,5.350303602614768e-08,7.443822290080243e-08,195.36932900796165,165.27438347873198
122.9,0.0,5.299073663715938e-08,7.211653510417101e-08,195.4520254369795,165.414281945983
123.0,0.0,5.247432053958017e-08,6.98661e-08,195.53300000000002,165.55130469136398
123.1,0.0,5.195553135046116e-08,6.768441378556186e-08,195.6122091616223,165.68537714483418
123.2,0.0,5.143583142934775e-08,6.556984337380305e-08,195.69044289817796,165.8178473959943
123.30000000000001,0.0,5.09166128214091e-08,6.352097335658869e-08,195.76869956393188,165.95041919935568
123.4,0.0,5.0399267571814283e-08,6.153638832578399e-08,195.8479775131487,166.08479630942938
123.5,0.0,4.9885187725732274e-08,5.961467287325375e-08,195.92927510009324,166.22268248072663
123.6,0.0,4.937576532833226e-08,5.775441159086323e-08,196.01359067903044,166.36578146775875
123.7,0.0,4.887239242478325e-08,5.5954189070477486e-08,196.1019226042248,166.51579702503682
123.80000000000001,0.0,4.837646106025435e-08,5.421258990396163e-08,196.19526922994143,166.67443290707217
123.9,0.0,4.788936327991466e-08,5.252819868318085e-08,196.2946289104449,166.8433928683759
124.0,0.0,4.74124911289332e-08,5.089960000000001e-08,196.40099999999998,167.02438066345923
124.1,0.0,4.694781675105311e-08,4.9325282933337806e-08,196.51504987654,167.21853730199135
124.2,0.0,4.6499632684313525e-08,4.7803354510326725e-08,196.63612201267128,167.42475281427303
124.30000000000001,0.0,4.607281156532769e-08,4.633182624515282e-08,196.76322890466892,167.64135448576317
124.4,0.0,4.567222603070882e-08,4.4908709652002154e-08,196.8953830488077,167.86666960192036
124.5,0.0,4.530274871707002e-08,4.353201624506053e-08,197.03159694136258,168.09902544820346
124.6,0.0,4.496925226102456e-08,4.219975753851409e-08,197.17088307860848,168.33674931007127
124.7,0.0,4.467660929918563e-08,4.0909945046548794e-08,197.31225395682023,168.57816847298247
124.80000000000001,0.0,4.4429692468166415e-08,3.966059028335067e-08,197.45472207227283,168.82161022239592
124.9,0.0,4.423337440458012e-08,3.8449704763105795e-08,197.59729992124113,169.06540184377025
125.0,0.0,4.409252774503993e-08,3.72753e-08,197.73899999999998,169.30787062256437
125.1,0.0,4.401147816685029e-08,3.6135587881086865e-08,197.8790363322179,169.54768476497534
125.2,0.0,4.3992363510080535e-08,3.50295817848898e-08,198.01742905113687,169.78487616015377
125.30000000000001,0.0,4.403677465549125e-08,3.3956495462799716e-08,198.1543998173926,170.01981761798874
125.4,0.0,4.4146302483843014e-08,3.291554266620757e-08,198.2901702916206,170.25288194836915
125.5,0.0,4.432253787589641e-08,3.1905937146504113e-08,198.42496213445648,170.48444196118402
125.6,0.0,4.456707171241201e-08,3.092689265508035e-08,198.55899700653586,170.7148704663224
125.7,0.0,4.48814948741504e-08,2.997762294332714e-08,198.69249656849428,170.9445402736732
125.80000000000001,0.0,4.526739824187216e-08,2.9057341762635408e-08,198.82568248096743,171.17382419312548
125.9,0.0,4.572637269633783e-08,2.8165262864396102e-08,198.95877640459082,171.40309503456817
126.0,0.0,4.626000911830805e-08,2.73006e-08,199.09199999999998,171.6327256078903
126.1,0.0,4.686888131266021e-08,2.6462575142314658e-08,199.22555579458856,171.86305909710623
126.2,0.0,4.7549494780739037e-08,2.5650443150113873e-08,199.3595697827812,172.0943201827313
126.30000000000001,0.0,4.829733794800612e-08,2.4863467103648066e-08,199.49414882576087,172.3267039194064
126.4,0.0,4.910789923992297e-08,2.4100910083167673e-08,199.62939978471005,172.56040536177227
126.5,0.0,4.997666708195124e-08,2.3362035168922986e-08,199.76542952081155,172.79561956446966
126.6,0.0,5.089912989955251e-08,2.2646105441164465e-08,199.90234489524823,173.03254158213943
126.7,0.0,5.187077611818829e-08,2.1952383980142497e-08,200.04025276920265,173.27136646942225
126.80000000000001,0.0,5.288709416332018e-08,2.1280133866107496e-08,200.17926000385765,173.512289280959
126.9,0.0,5.394357246040966e-08,2.0628618179309896e-08,200.31947346039584,173.7555050713904
127.0,0.0,5.503569943491847e-08,1.9997100000000002e-08,200.461,174.00120889535722
127.1,0.0,5.6159252086101906e-08,1.9384871649654454e-08,200.6038214894281,174.24937344406592
127.2,0.0,5.731116170839062e-08,1.8791342414654556e-08,200.74741981773835,174.49908195498506
127.30000000000001,0.0,5.848864817000907e-08,1.8215950822607832e-08,200.89115187956435,174.74919530214908
127.4,0.0,5.968893133918163e-08,1.7658135401121818e-08,201.03437456953947,174.9985743595922
127.5,0.0,6.09092310841329e-08,1.711733467780394e-08,201.17644478229735,175.2460800013487
127.6,0.0,6.214676727308726e-08,1.6592987180261758e-08,201.3167194124715,175.490573101453
127.7,0.0,6.339875977426916e-08,1.6084531436102755e-08,201.45455535469526,175.73091453393926
127.80000000000001,0.0,6.466242845590309e-08,1.5591405972934456e-08,201.58930950360232,175.96596517284186
127.9,0.0,6.593499318621338e-08,1.5113049318364394e-08,201.7203387538261,176.1945858921951
128.0,0.0,6.721367383342466e-08,1.4648900000000002e-08,201.84700000000004,176.4156375660332
128.1,0.0,6.849661613862146e-08,1.4198463259067511e-08,201.96917224769942,176.62890548379266
128.2,0.0,6.978566933432882e-08,1.3761511191267806e-08,202.08882294626565,176.83787259651825
128.3,0.0,7.108360852593197e-08,1.3337882605920475e-08,202.20844165598228,177.046946270657
128.4,0.0,7.239320881881609e-08,1.2927416312345088e-08,202.33051793713233,177.26053387265574
128.5,0.0,7.37172453183663e-08,1.2529951119861253e-08,202.45754134999922,177.48304276896152
128.6,0.0,7.5058493129968e-08,1.214532583778849e-08,202.5920014548662,177.71888032602126
128.7,0.0,7.641972735900627e-08,1.1773379275446403e-08,202.73638781201643,177.97245391028184
128.8,0.0,7.780372311086634e-08,1.1413950242154574e-08,202.89318998173337,178.24817088819032
128.9,0.0,7.921325549093341e-08,1.1066877547232572e-08,203.06489752430008,178.5504386261935
129.0,0.0,8.065109960459257e-08,1.0732000000000003e-08,203.25400000000002,178.88366449073845
129.1,0.0,8.21205171811959e-08,1.0409090504075497e-08,203.4621595197747,179.2508000161005
129.2,0.0,8.362671644596181e-08,1.009765834027416e-08,203.68772839719915,179.64897340786845
129.3,0.0,8.517539224807551e-08,9.79714688371018e-09,203.92823149650698,180.07385703945968
129.4,0.0,8.677223943672215e-08,9.506999509497744e-09,204.18119368193138,180.52112328429132
129.5,0.0,8.842295286108681e-08,9.226659592751057e-09,204.44413981770592,180.98644451578076
129.6,0.0,9.013322737035493e-08,8.955570508584267e-09,204.71459476806402,181.46549310734528
129.7,0.0,9.190875781371154e-08,8.693175632111575e-09,204.99008339723903,181.95394143240208
129.8,0.0,9.375523904034186e-08,8.438918338447177e-09,205.2681305694644,182.44746186436848
129.9,0.0,9.567836589943106e-08,8.192242002705249e-09,205.5462611489736,182.94172677666168
130.0,0.0,9.768383324016418e-08,7.95259e-09,205.822,183.43240854269905
130.1,0.0,9.977594042614756e-08,7.719480964630497e-09,206.09338367320203,183.91607284284586
130.2,0.0,1.0195340487867042e-07,7.492734567635517e-09,206.36049546493766,184.39285858525955
130.3,0.0,1.0421354853344306e-07,7.272245739238743e-09,206.62393035799008,184.86379798504575
130.4,0.0,1.0655369332617571e-07,7.057909409663847e-09,206.8842833351422,185.32992325730984
130.5,0.0,1.0897116119257853e-07,6.849620509134529e-09,207.14214937917714,185.79226661715742
130.6,0.0,1.1146327406836206e-07,6.647273967874433e-09,207.39812347287796,186.25186027969403
130.7,0.0,1.1402735388923634e-07,6.450764716107252e-09,207.65280059902753,186.70973646002508
130.8,0.0,1.1666072259091172e-07,6.259987684056667e-09,207.9067757404091,187.16692737325621
130.9,0.0,1.1936070210909838e-07,6.074837801946351e-09,208.16064387980558,187.62446523449282
131.0,0.0,1.2212461437950646e-07,5.89521e-09,208.41500000000002,188.0833822588405
131.1,0.0,1.249495611915493e-07,5.720991367402504e-09,208.67035978741742,188.5445807477481
131.2,0.0,1.2783176374945e-07,5.552037629183736e-09,208.9269217430502,189.00844334803799
131.3,0.0,1.3076722311113492e-07,5.3881966693348e-09,209.18480507153296,189.4752227928759
131.4,0.0,1.3375194033453006e-07,5.229316371846794e-09,209.44412897749987,189.94517181542747
131.5,0.0,1.3678191647756144e-07,5.0752446207108325e-09,209.7050126655856,190.41854314885845
131.6,0.0,1.398531525981556e-07,4.925829299917993e-09,209.9675753404245,190.89558952633467
131.7,0.0,1.4296164975423845e-07,4.780918293459389e-09,210.23193620665094,191.37656368102165
131.8,0.0,1.461034090037362e-07,4.6403594853261205e-09,210.4982144688994,191.86171834608518
131.9,0.0,1.4927443140457496e-07,4.504000759509287e-09,210.76652933180426,192.35130625469102
132.0,0.0,1.524707180146806e-07,4.371690000000001e-09,211.03700000000003,192.84558014000478
132.1,0.0,1.5568669056250404e-07,4.243280375759479e-09,211.30955117712858,193.34441946615783
132.2,0.0,1.5891045345859228e-07,4.118646195629513e-09,211.58332956286156,193.84621062114306
132.3,0.0,1.6212853178401703e-07,3.997667053422022e-09,211.8572873558785,194.34896672391926
132.4,0.0,1.6532745061984968e-07,3.880222542948922e-09,212.1303767548584,194.8507008934449
132.5,0.0,1.684937350471617e-07,3.766192258022142e-09,212.40154995848056,195.3494262486786
132.6,0.0,1.7161391014702513e-07,3.6554557924535833e-09,212.66975916542435,195.8431559085791
132.7,0.0,1.7467450100051122e-07,3.5478927400551693e-09,212.9339565743689,196.32990299210485
132.8,0.0,1.776620326886916e-07,3.4433826946388218e-09,213.19309438399358,196.80768061821445
132.9,0.0,1.8056303029263776e-07,3.341805250016457e-09,213.4461247929775,197.27450190586654
133.0,0.0,1.8336401889342114e-07,3.2430400000000004e-09,213.692,197.7283799740197
133.1,0.0,1.860564047921404e-07,3.1469895695595744e-09,213.93052850406863,198.1689494515519
133.2,0.0,1.886511191700008e-07,3.0536487082981933e-09,214.16494400550354,198.60233100701825
133.3,0.0,1.9116397442823444e-07,2.9630351969770857e-09,214.39933650495348,199.0362668188934
133.4,0.0,1.936107829680733e-07,2.875166816357476e-09,214.63779600306685,199.47849906565168
133.5,0.0,1.960073571907495e-07,2.7900613472005985e-09,214.8844125004923,199.93676992576772
133.6,0.0,1.9836950949749542e-07,2.707736570267668e-09,215.14327599787836,200.41882157771602
133.7,0.0,2.0071305228954298e-07,2.6282102663199145e-09,215.4184764958736,200.9323961999711
133.8,0.0,2.030537979681244e-07,2.5515002161185678e-09,215.71410399512664,201.48523597100748
133.9,0.0,2.054075589344717e-07,2.477624200424852e-09,216.0342484962859,202.08508306929966
134.0,0.0,2.0779014758981687e-07,2.4066e-09,216.38299999999998,202.73967967332203
134.1,0.0,2.102166249429097e-07,2.3384134760022197e-09,216.76308480659725,203.45421330021284
134.2,0.0,2.1269904643256837e-07,2.2729228111776996e-09,217.17177441512433,204.22365282176375
134.3,0.0,2.1524871610512902e-07,2.209954268669616e-09,217.60497662430797,205.04041244843023
134.4,0.0,2.178769380069272e-07,2.149334111621144e-09,218.05859923287443,205.89690639066754
134.5,0.0,2.2059501618429868e-07,2.0908886031754636e-09,218.5285500395504,206.78554885893104
134.6,0.0,2.2341425468357958e-07,2.0344440064757425e-09,219.01073684306238,207.69875406367618
134.7,0.0,2.2634595755110559e-07,1.9798265846651587e-09,219.5010674421368,208.62893621535818
134.8,0.0,2.294014288332126e-07,1.9268626008868903e-09,219.99544963550022,209.56850952443253
134.9,0.0,2.3259197257623622e-07,1.8753783182841103e-09,220.4897912218791,210.50988820135444
135.0,0.0,2.359288928265123e-07,1.8252000000000003e-09,220.98000000000002,211.44548645657926
135.1,0.0,2.3941273421344417e-07,1.7761826764315432e-09,221.46283926954268,212.36930260107135
135.2,0.0,2.430010036987031e-07,1.7282964469909974e-09,221.93849433399913,213.2816713478299
135.3,0.0,2.4664044882702796e-07,1.6815401783444352e-09,222.40800599781502,214.18451151036345
135.4,0.0,2.502778171431574e-07,1.6359127371579267e-09,222.87241506543552,215.07974190218005
135.5,0.0,2.5385985619182997e-07,1.5914129900975468e-09,223.3327623413062,215.96928133678801
135.6,0.0,2.5733331351778504e-07,1.5480398038293602e-09,223.7900886298724,216.85504862769577
135.7,0.0,2.6064493666576085e-07,1.5057920450194405e-09,224.24543473557947,217.73896258841143
135.8,0.0,2.637414731804963e-07,1.4646685803338598e-09,224.69984146287283,218.62294203244335
135.9,0.0,2.665696706067301e-07,1.4246682764386882e-09,225.15434961619786,219.50890577329972
136.0,0.0,2.690762764892008e-07,1.38579e-09,225.61,220.39877262448886
136.1,0.0,2.712253975033448e-07,1.348027408271606e-09,226.06765611523244,221.29414660980473
136.2,0.0,2.730505768473864e-07,1.3113533208583032e-09,226.52747224887918,222.19537259418348
136.3,0.0,2.746027168502478e-07,1.2757353479526332e-09,226.9894253844323,223.10248065284725
136.4,0.0,2.759327198408505e-07,1.2411410997471343e-09,227.4534925053836,224.01550086101778
136.5,0.0,2.7709148814811647e-07,1.20753818643435e-09,227.91965059522494,224.93446329391705
136.6,0.0,2.781299241009678e-07,1.1748942182068154e-09,228.38787663744836,225.85939802676705
136.7,0.0,2.790989300283262e-07,1.1431768052570725e-09,228.85814761554562,226.7903351347896
136.8,0.0,2.800494082591136e-07,1.1123535577776624e-09,229.33044051300877,227.7273046932067
136.9,0.0,2.8103226112225186e-07,1.082392085961124e-09,229.8047323133296,228.6703367772402
137.0,0.0,2.8209839094666276e-07,1.0532600000000001e-09,230.281,229.61946146211207
137.1,0.0,2.8328764707533054e-07,1.0249257854820315e-09,230.75907026952788,230.57437707392904
137.2,0.0,2.845956669074876e-07,9.973614295757834e-10,231.23816867048413,231.5334549423364
137.3,0.0,2.8600703485642897e-07,9.70539794845025e-10,231.717370464456,232.49473464786453
137.4,0.0,2.875063353354491e-07,9.44433743853525e-10,232.1957509130303,233.45625577104337
137.5,0.0,2.890781527578429e-07,9.190161391650541e-10,232.67238527779412,234.41605789240322
137.6,0.0,2.9070707153690544e-07,8.94259843343377e-10,233.14634882033442,235.3721805924743
137.7,0.0,2.9237767608593103e-07,8.70137718952264e-10,233.61671680223813,236.32266345178675
137.8,0.0,2.940745508182148e-07,8.466226285554842e-10,234.08256448509238,237.2655460508707
137.9,0.0,2.9578228014705125e-07,8.236874347168062e-10,234.542967130484,238.19886797025637
138.0,0.0,2.974854484857353e-07,8.01305e-10,234.997,239.1206687904739
138.1,0.0,2.9916107363888944e-07,7.794564528002675e-10,235.4445168066564,240.03063058131602
138.2,0.0,3.0075590697644627e-07,7.58155984838559e-10,235.88848506918424,240.93500536962466
138.3,0.0,3.022091332596662e-07,7.374260536672604e-10,236.33265075774392,241.84168767150456
138.4,0.0,3.034599372498095e-07,7.172891168387563e-10,236.7807598424953,242.75857200306015
138.5,0.0,3.0444750370813664e-07,6.977676319054339e-10,237.23655829359868,243.69355288039608
138.6,0.0,3.051110173959081e-07,6.788840564196754e-10,237.70379208121426,244.65452481961694
138.7,0.0,3.0538966307438406e-07,6.606608479338672e-10,238.18620717550195,245.64938233682724
138.8,0.0,3.052226255048249e-07,6.43120464000395e-10,238.68754954662214,246.68601994813162
138.9,0.0,3.045490894484909e-07,6.262853621716438e-10,239.21156516473476,247.77233216963447
139.0,0.0,3.033082396666427e-07,6.101779999999999e-10,239.76200000000006,248.91621351744044
139.1,0.0,3.0146325583943554e-07,5.948074753168974e-10,240.3413465038469,250.12295560619384
139.2,0.0,2.9907329732260466e-07,5.801294470699767e-10,240.94708305277888,251.38743844469707
139.3,0.0,2.962215183907808e-07,5.660862144859282e-10,241.57543450456873,252.70193914029238
139.4,0.0,2.929910733185942e-07,5.526200767914421e-10,242.22262571698866,254.05873480032176
139.5,0.0,2.894651163806756e-07,5.396733332132101e-10,242.8848815478112,255.45010253212752
139.6,0.0,2.8572680185165515e-07,5.271882829779201e-10,243.55842685480897,256.86831944305186
139.7,0.0,2.818592840061633e-07,5.151072253122637e-10,244.2394864957542,258.3056626404369
139.8,0.0,2.779457171188307e-07,5.033724594429313e-10,244.92428532841953,259.7544092316248
139.9,0.0,2.740692554642876e-07,4.919262845966129e-10,245.60904821057733,261.2068363239576
140.0,0.0,2.703130533171649e-07,4.80711e-10,246.29000000000002,262.65522102477746
140.1,0.0,2.667458617600515e-07,4.696796919321418e-10,246.96415417795652,264.09345170447557
140.2,0.0,2.6337881910737294e-07,4.588285948815316e-10,247.63167871970037,265.5218617856378
140.3,0.0,2.6020866048151386e-07,4.4816473038902316e-10,248.29353022398172,266.942395953899
140.4,0.0,2.572321210048584e-07,4.376951199954698e-10,248.95066528955044,268.3569988948938
140.5,0.0,2.5444593579979146e-07,4.2742678524172584e-10,249.60404051515667,269.76761529425715
140.6,0.0,2.518468399886969e-07,4.1736674766864306e-10,250.2546124995504,271.1761898376239
140.7,0.0,2.494315686939594e-07,4.075220288170755e-10,250.90333784148154,272.5846672106287
140.8,0.0,2.4719685703796335e-07,3.9789965022787687e-10,251.55117313970024,273.99499209890655
140.9,0.0,2.451394401430932e-07,3.885066334419003e-10,252.1990749929564,275.4091091880921
141.0,0.0,2.432560531317335e-07,3.7935e-10,252.84800000000004,276.8289631638201
141.1,0.0,2.4153350454777385e-07,3.704342659545352e-10,253.4987337843275,278.2561636603192
141.2,0.0,2.399188966211267e-07,3.6175392540389526e-10,254.1513780684199,279.6909801061924
141.3,0.0,2.3834940500320965e-07,3.5330096695797654e-10,254.80586359950487,281.1333468786367
141.4,0.0,2.3676220534544043e-07,3.4506737922667473e-10,255.46212112480984,282.58319835484866
141.5,0.0,2.350944732992368e-07,3.3704515081988663e-10,256.1200813915623,284.04046891202506
141.6,0.0,2.3328338451601644e-07,3.29226270347507e-10,256.7796751469898,285.50509292736314
141.7,0.0,2.312661146471969e-07,3.2160272641943247e-10,257.4408331383198,286.9770047780593
141.8,0.0,2.2897983934419615e-07,3.141665076455591e-10,258.10348611278,288.4561388413106
141.9,0.0,2.2636173425843162e-07,3.0690960263578275e-10,258.76756481759753,289.9424294943136
142.0,0.0,2.2334897504132143e-07,2.998240000000001e-10,259.4330000000001,291.43581111426516
142.1,0.0,2.198994483897657e-07,2.9290237124971714e-10,260.099614684734,292.9359394452339
142.2,0.0,2.160538851825966e-07,2.8614011950288583e-10,260.7668010066203,294.4413556987736
142.3,0.0,2.118737273441294e-07,2.795333307790688e-10,261.43384337799927,295.9503224533102
142.4,0.0,2.0742041679867884e-07,2.730780910978284e-10,262.1000262112106,297.4611022872692
142.5,0.0,2.0275539547056041e-07,2.6677048647872776e-10,262.7646339185944,298.9719577790763
142.6,0.0,1.979401052840885e-07,2.606066029413285e-10,263.4269509124908,300.4811515071575
142.7,0.0,1.9303598816357823e-07,2.5458252650519346e-10,264.08626160523943,301.98694604993807
142.8,0.0,1.8810448603334474e-07,2.4869434318988533e-10,264.74185040918064,303.4876039858439
142.9,0.0,1.8320704081770297e-07,2.429381390149665e-10,265.3930017366541,304.9813878933006
143.0,0.0,1.7840509444096833e-07,2.3731000000000003e-10,266.0390000000001,306.46656035073374
143.1,0.0,1.7375429655741462e-07,2.318068820465961e-10,266.6797274767372,307.9428227164628
143.2,0.0,1.6928712774115484e-07,2.2642922058456045e-10,267.3174579050992,309.41563146838047
143.3,0.0,1.6503027629626143e-07,2.2117832092574706e-10,267.95506288849873,310.8918818642736
143.4,0.0,1.6101043052680649e-07,2.160554883820096e-10,268.5954140303482,312.37846916192854
143.5,0.0,1.572542787368626e-07,2.1106202826520248e-10,269.24138293406037,313.8822886191319
143.6,0.0,1.537885092305015e-07,2.0619924588717883e-10,269.8958412030478,315.41023549367026
143.7,0.0,1.506398103117957e-07,2.014684465597928e-10,270.56166044072285,316.9692050433302
143.8,0.0,1.4783487028481745e-07,1.968709355948984e-10,271.24171225049827,318.5660925258982
143.9,0.0,1.4540037745363907e-07,1.9240801830434941e-10,271.93886823578646,320.20779319916085
144.0,0.0,1.4336302012233292e-07,1.88081e-10,272.65600000000006,321.90120232090453
144.1,0.0,1.4173711323657808e-07,1.8388972756389825e-10,273.39499740831786,323.6508926534998
144.2,0.0,1.4048747830848267e-07,1.7982821415887154e-10,274.15382337298337,325.4521469776515
144.3,0.0,1.3956656349176176e-07,1.7588901451794202e-10,274.92945906800645,327.2979255786488
144.4,0.0,1.3892681694013037e-07,1.7206468337413154e-10,275.7188856673968,329.1811887417802
144.5,0.0,1.3852068680730366e-07,1.683477754604624e-10,276.51908434516423,331.09489675233465
144.6,0.0,1.383006212469966e-07,1.6473084550995605e-10,277.32703627531856,333.0320098956013
144.7,0.0,1.3821906841292426e-07,1.612064482556346e-10,278.1397226318695,334.9854884568685
144.8,0.0,1.3822847645880182e-07,1.5776713843052014e-10,278.9541245888269,336.94829272142556
144.9,0.0,1.382812935383442e-07,1.544054707676345e-10,279.7672233202005,338.9133829745609
145.0,0.0,1.3832996780526658e-07,1.5111400000000004e-10,280.576,340.8737195015635
145.1,0.0,1.3833040720774792e-07,1.4788649869781088e-10,281.37806788999177,342.82373035623795
145.2,0.0,1.382523588718229e-07,1.447216107799528e-10,282.1735686029676,344.76371466645
145.3,0.0,1.3806902971799022e-07,1.4161919800248411e-10,282.9632758394759,346.6954393285817
145.4,0.0,1.3775362666674847e-07,1.38579122121463e-10,283.7479633000648,348.6206712390143
145.5,0.0,1.3727935663859634e-07,1.35601244892948e-10,284.52840468528285,350.5411772941295
145.6,0.0,1.3661942655403244e-07,1.32685428072997e-10,285.3053736956782,352.4587243903092
145.7,0.0,1.357470433335554e-07,1.298315334176684e-10,286.0796440317993,354.3750794239346
145.8,0.0,1.346354138976639e-07,1.270394226830205e-10,286.8519893941945,356.2920092913878
145.9,0.0,1.3325774516685648e-07,1.2430895762511155e-10,287.62318348341194,358.21128088905
146.0,0.0,1.3158724406163209e-07,1.2164e-10,288.39400000000006,360.1346611133029
146.1,0.0,1.2960714844011124e-07,1.1903219254485826e-10,289.1650570317153,362.0635611151496
146.2,0.0,1.273408199109041e-07,1.164843019213169e-10,289.93635021514643,363.9979690640775
146.3,0.0,1.2482165102024312e-07,1.1399487577212108e-10,290.70771957409045,365.9375173841957
146.4,0.0,1.2208303431436046e-07,1.1156246174001558e-10,291.4790051323442,367.8818384996129
146.5,0.0,1.191583623394887e-07,1.0918560746774567e-10,292.2500469137047,369.8305648344379
146.6,0.0,1.1608102764185977e-07,1.0686286059805593e-10,293.02068494196874,371.7833288127798
146.7,0.0,1.1288442276770609e-07,1.0459276877369149e-10,293.7907592409334,373.7397628587473
146.8,0.0,1.0960194026326009e-07,1.0237387963739739e-10,294.56010983439563,375.69949939644954
146.9,0.0,1.0626697267475398e-07,1.0020474083191848e-10,295.3285767461521,377.6621708499951
147.0,0.0,1.0291291254842035e-07,9.808389999999999e-11,296.096,379.6274096434928
147.1,0.0,9.95703938325645e-08,9.600990702275604e-11,296.8622059831473,381.59478948290894
147.2,0.0,9.625901608378626e-08,9.398132073477913e-11,297.62696653644696,383.5636492016374
147.3,0.0,9.299562026075862e-08,9.199670220903113e-11,298.3900398641627,385.5332689149294
147.4,0.0,8.979704732215465e-08,9.005461251847389e-11,299.1511841705586,387.5029287380362
147.5,0.0,8.66801382266476e-08,8.815361273606935e-11,299.9101576598987,389.47190878620876
